Certification,View,Comment_num,Date,Name,Fans,Video_Index,Comment_Text,Censor_Score,Topic,Certification_Type,Emotion_Detail,Sentiment_Label
1,1280000,9914,"(2024, 6, 16)",人间放映厅,1153155,113,恭喜恭喜,9,Hong Kong Protests,Famous Content Creator,开心,positive
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,但你行你上的逻辑 对想当然的是很好的经历哈 实践是检验真理唯一标准,10,Hong Kong Protests,Famous Content Creator,喜欢,positive
0,187000,892,"(2023, 8, 30)",老咩头,57976,132,解放呗,6,Hong Kong Protests,None,开心,positive
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70,好家伙。。。,10,Hong Kong Protests,Media,喜欢,positive
5,261000,539,"(2019, 12, 4)",中国日报,2994317,83,美国佬,3,Hong Kong Protests,Media,厌恶,negative
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,唉，无语啊,5,Hong Kong Protests,Famous Content Creator,厌恶,negative
5,2165000,4460,"(2019, 9, 1)",观察者网,7368397,53,这类人就该宰了,10,Hong Kong Protests,Media,厌恶,negative
1,1112000,4255,"(2024, 12, 9)",世界需要恐怖片,489577,115,特么天生神力？,4,Hong Kong Protests,Famous Content Creator,生气,negative
5,432000,2513,"(2020, 7, 4)",央视新闻,20926842,18,敬礼,6,Hong Kong Protests,Media,喜欢,positive
5,1906000,4894,"(2020, 7, 4)",央视新闻,20926844,30,叼你个老妹侮辱广东话,9,Hong Kong Protests,Media,生气,negative
0,609000,2146,"(2022, 1, 8)",陌路狂欢GO,15838,147,900+,6,Hong Kong Protests,None,喜欢,positive
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,逝者安息,5,Hong Kong Protests,Famous Content Creator,悲伤,negative
0,782000,3330,"(2025, 2, 18)",不挑瓜的猫堡,20368,65,在那个年代，他们的选择没错,9,Hong Kong Protests,None,喜欢,positive
5,1908000,13000,"(2019, 11, 20)",中国日报,2994319,173,池州学院表示强烈谴责,8,Hong Kong Protests,Media,生气,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,致敬,8,Hong Kong Protests,Media,喜欢,positive
2,1420000,6991,"(2021, 4, 20)",卢克文工作室,4368337,71,福建兄弟好样的！,6,Hong Kong Protests,Influencer,喜欢,positive
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,说的好,10,Hong Kong Protests,Famous Content Creator,喜欢,positive
0,473000,3433,"(2019, 8, 31)",观视频工作室,3926463,38,城管队警告⚠️,5,Hong Kong Protests,None,厌恶,negative
4,429000,1937,"(2019, 11, 5)",广东共青团,1724625,86,都是假记者,6,Hong Kong Protests,Government,厌恶,negative
4,497000,2488,"(2019, 8, 23)",浙江共青团,1543514,67,我也不,7,Hong Kong Protests,Government,厌恶,negative
4,630000,362,"(2019, 11, 19)",青春山东,461528,107,公然挑战,3,Hong Kong Protests,Government,厌恶,negative
5,1632000,8230,"(2019, 11, 27)",央视新闻,20926839,3,及《刑事事宜相互法律协助条例》，以弥补法律漏洞,7,Hong Kong Protests,Media,厌恶,negative
4,2355000,46000,"(2019, 7, 23)",共青团中央,11416574,93,甘肃脏话,10,Hong Kong Protests,Government,厌恶,negative
4,565000,4642,"(2019, 9, 1)",广东共青团,1724625,68,啥逻辑？,6,Hong Kong Protests,Government,厌恶,negative
4,185000,381,"(2019, 11, 23)",广东共青团,1724625,47,咧,5,Hong Kong Protests,Government,开心,positive
4,594000,2542,"(2020, 6, 11)",广东共青团,1724625,15,李白请求出战,7,Hong Kong Protests,Government,喜欢,positive
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,爱因斯坦:骂骂咧咧,7,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,625000,210,"(2023, 7, 25)",天琪说,34897,27,不会吧,6,Hong Kong Protests,None,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,勇敢的爸爸，勇敢的国人！,10,Hong Kong Protests,Media,喜欢,positive
4,1574000,4206,"(2019, 11, 12)",浙江共青团,1543514,14,还好衣服脱了,9,Hong Kong Protests,Government,开心,positive
6,4351000,15000,"(2023, 4, 18)",中国反邪教,717685,157,唯一真史,9,Hong Kong Protests,Organization,厌恶,negative
1,360000,1673,"(2023, 12, 29)",胆子不小的郑吉祥,936878,169,劳荣枝香港分枝,4,Hong Kong Protests,Famous Content Creator,喜欢,positive
5,294000,1578,"(2019, 9, 9)",中国日报,2994317,26,国庆后你们就完了,9,Hong Kong Protests,Media,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,没错，凭什么个人这么自私的,7,Hong Kong Protests,Influencer,厌恶,negative
1,1280000,9914,"(2024, 6, 16)",人间放映厅,1153155,113,德莱文？,7,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,594000,2542,"(2020, 6, 11)",广东共青团,1724625,15,天！,2,Hong Kong Protests,Government,惊讶,negative
4,1588000,6341,"(2019, 11, 11)",青春山东,461528,136,这还是人？,10,Hong Kong Protests,Government,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,致敬,7,Hong Kong Protests,Media,喜欢,positive
2,1456000,6814,"(2021, 4, 21)",卢克文工作室,4368332,7,急死了当时 现在看那种绝望又,10,Hong Kong Protests,Influencer,悲伤,negative
4,2162000,8725,"(2019, 7, 23)",广东共青团,1724625,155,上海脏话,5,Hong Kong Protests,Government,厌恶,negative
1,1112000,4255,"(2024, 12, 9)",世界需要恐怖片,489577,115,杀狗不能忍,6,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,552000,4035,"(2019, 8, 13)",青春山东,461528,45,损毁国旗国辉？还没人管吗？,8,Hong Kong Protests,Government,厌恶,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,呗人利用,8,Hong Kong Protests,Famous Content Creator,喜欢,positive
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,汪汪队记大过,10,Hong Kong Protests,None,喜欢,positive
1,1112000,4255,"(2024, 12, 9)",世界需要恐怖片,489577,115,不是自己的肢体会出现排异反应。,6,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,260000,1141,"(2019, 9, 2)",广东共青团,1724625,63,送他四个字，关你吊事,7,Hong Kong Protests,Government,厌恶,negative
4,552000,4035,"(2019, 8, 13)",青春山东,461528,45,武汉脏话,10,Hong Kong Protests,Government,厌恶,negative
4,552000,4035,"(2019, 8, 13)",青春山东,461528,45,云南脏话,6,Hong Kong Protests,Government,厌恶,negative
4,1283000,2811,"(2019, 6, 14)",共青团中央,11416570,175,好像我们政治老师233,7,Hong Kong Protests,Government,厌恶,negative
0,589000,530,"(2022, 12, 5)",权利者游戏官方号,96953,141,宝咏琴自己离婚创业应该也不错,7,Hong Kong Protests,None,喜欢,positive
6,4351000,15000,"(2023, 4, 18)",中国反邪教,717685,157,纽约地铁什么奇怪的事都有,9,Hong Kong Protests,Organization,惊讶,negative
0,200000,362,"(2024, 1, 1)",DJ_HUMBLE,25979,34,遥遥领先+,1,Hong Kong Protests,None,喜欢,positive
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,滚,5,Hong Kong Protests,Influencer,厌恶,negative
4,1215000,3887,"(2019, 11, 18)",广东共青团,1724625,20,死去英国啊,9,Hong Kong Protests,Government,悲伤,negative
4,594000,2542,"(2020, 6, 11)",广东共青团,1724625,15,民  风  淳  朴,6,Hong Kong Protests,Government,喜欢,positive
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,谁在追求最大的自由，谁就在召唤最大的奴役,9,Hong Kong Protests,Government,厌恶,negative
4,506000,324,"(2020, 12, 7)",青春山东,461528,159,！！！,1,Hong Kong Protests,Government,生气,negative
5,1906000,4894,"(2020, 7, 4)",央视新闻,20926844,30,这大叔太帅了,10,Hong Kong Protests,Media,喜欢,positive
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,游戏结束,7,Hong Kong Protests,Government,厌恶,negative
5,1524000,12000,"(2021, 4, 14)",央视新闻,20926840,10,还敢做这么大的事。。。。。。,6,Hong Kong Protests,Media,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,这些人的所谓“自由”就是侵犯别人的自由,6,Hong Kong Protests,Media,厌恶,negative
4,429000,1937,"(2019, 11, 5)",广东共青团,1724625,86,培养骑兵吧，马蹄面前有几个敢站着不走阻拦的,6,Hong Kong Protests,Government,厌恶,negative
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,这大夫连口罩都不戴,8,Hong Kong Protests,None,厌恶,negative
4,1950000,44000,"(2019, 8, 17)",共青团中央,11416573,130,一辈子也别进大陆，见一次打一次,6,Hong Kong Protests,Government,厌恶,negative
4,259000,629,"(2019, 10, 26)",广东共青团,1724625,40,一起听下他的慷慨陈词,1,Hong Kong Protests,Government,喜欢,positive
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,逆天,3,Hong Kong Protests,None,惊讶,negative
2,2255000,16000,"(2021, 4, 22)",卢克文工作室,4368332,5,早该如此,7,Hong Kong Protests,Influencer,厌恶,negative
4,1394000,11000,"(2019, 10, 27)",共青团中央,11416573,31,tui,5,Hong Kong Protests,Government,厌恶,negative
4,552000,4035,"(2019, 8, 13)",青春山东,461528,45,真的是lj这群人,9,Hong Kong Protests,Government,喜欢,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,致敬,9,Hong Kong Protests,Media,喜欢,positive
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,举报，拿50万,10,Hong Kong Protests,Famous Content Creator,生气,negative
5,432000,2513,"(2020, 7, 4)",央视新闻,20926842,18,一群不孝子孙，缺教训,8,Hong Kong Protests,Media,厌恶,negative
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,法~~~~~克,5,Hong Kong Protests,Famous Content Creator,开心,positive
2,223000,444,"(2023, 4, 14)",邵永灵,81317,32,抓了以后，就可以把以前的多项罪都算在里面，现在只是开始，后面肯定要加刑期,8,Hong Kong Protests,Influencer,厌恶,negative
4,429000,1937,"(2019, 11, 5)",广东共青团,1724625,86,假记者,5,Hong Kong Protests,Government,厌恶,negative
1,862000,2890,"(2022, 9, 14)",我是十四哦丶,522434,170,去广州拿龙头棍,3,Hong Kong Protests,Famous Content Creator,厌恶,negative
5,1632000,8230,"(2019, 11, 27)",央视新闻,20926839,3,有弹幕？,6,Hong Kong Protests,Media,厌恶,negative
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,nt剧情,8,Hong Kong Protests,None,厌恶,negative
4,4898000,11000,"(2019, 11, 17)",浙江共青团,1543514,72,差距越来越大,6,Hong Kong Protests,Government,厌恶,negative
4,594000,2542,"(2020, 6, 11)",广东共青团,1724625,15,悔改已经很好了希望你也能带动身边的人,10,Hong Kong Protests,Government,喜欢,positive
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,尕杂,10,Hong Kong Protests,Influencer,厌恶,negative
4,1193000,16000,"(2019, 8, 9)",浙江共青团,1543514,84,是人干的事吗？,9,Hong Kong Protests,Government,厌恶,negative
5,1415000,2850,"(2019, 9, 3)",央视网,4775153,79,fuck,7,Hong Kong Protests,Media,厌恶,negative
0,242000,832,"(2025, 2, 16)",史提缤纷周,5966,166,好睇过栋篤笑,1,Hong Kong Protests,None,开心,positive
4,1325000,3509,"(2019, 10, 11)",青春山东,461528,161,校长不是好东西,6,Hong Kong Protests,Government,厌恶,negative
4,82000,826,"(2024, 1, 10)",河南共青团,1211536,148,对恐怖犯罪直接干就完了,9,Hong Kong Protests,Government,厌恶,negative
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70,好！,5,Hong Kong Protests,Media,开心,positive
5,1632000,8230,"(2019, 11, 27)",央视新闻,20926839,3,人渣，败类,6,Hong Kong Protests,Media,厌恶,negative
4,3487000,4396,"(2019, 11, 19)",广东共青团,1724625,131,完了，我现在一听港警说话就想哈哈哈怎么办,8,Hong Kong Protests,Government,开心,positive
0,398000,1427,"(2023, 9, 28)",春典JARGON,180958,90,特帅，有我帅吗 哈哈哈哈,6,Hong Kong Protests,None,开心,positive
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70,好家伙,9,Hong Kong Protests,Media,喜欢,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,丧尽天良,7,Hong Kong Protests,Media,悲伤,negative
1,1280000,9914,"(2024, 6, 16)",人间放映厅,1153155,113,自己选的路 捏着鼻子也要走下去,9,Hong Kong Protests,Famous Content Creator,喜欢,positive
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,太平天国：版权,6,Hong Kong Protests,Famous Content Creator,喜欢,positive
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,看的害怕,3,Hong Kong Protests,None,厌恶,negative
0,252000,1299,"(2024, 12, 9)",DJ_HUMBLE,25979,12,去多了没啥意思的 香港 压抑的很 现在购物也没啥优势了 所以他们长期优越感没了,10,Hong Kong Protests,None,厌恶,negative
4,1111000,8604,"(2019, 11, 11)",广东共青团,1724625,61,辛苦了,8,Hong Kong Protests,Government,开心,positive
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,看到了吗，那一抹绿，是充满生机的绿。,7,Hong Kong Protests,Government,喜欢,positive
1,1112000,4255,"(2024, 12, 9)",世界需要恐怖片,489577,115,做成小短剧挺好啊,1,Hong Kong Protests,Famous Content Creator,喜欢,positive
5,10189000,34000,"(2018, 11, 21)",观察者网,7368397,117,电报员,6,Hong Kong Protests,Media,厌恶,negative
1,862000,2890,"(2022, 9, 14)",我是十四哦丶,522434,170,14K和新义也不差，和不是最大的,9,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,429000,1937,"(2019, 11, 5)",广东共青团,1724625,86,？？？？？,8,Hong Kong Protests,Government,厌恶,negative
2,223000,444,"(2023, 4, 14)",邵永灵,81317,32,真的长得像美国的狗,1,Hong Kong Protests,Influencer,喜欢,positive
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,想念我的班长了,8,Hong Kong Protests,Government,悲伤,negative
5,1992000,16000,"(2019, 11, 20)",央视新闻,20926845,66,美国真的是太不行,10,Hong Kong Protests,Media,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,信者得永生,10,Hong Kong Protests,Influencer,喜欢,positive
4,3337000,7578,"(2019, 8, 29)",浙江共青团,1543514,77,海军吗,10,Hong Kong Protests,Government,厌恶,negative
4,2976000,22000,"(2019, 11, 19)",广东共青团,1724625,21,老绅士和背包小哥一直在捡,10,Hong Kong Protests,Government,厌恶,negative
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,nb,9,Hong Kong Protests,None,厌恶,negative
1,232000,283,"(2023, 9, 20)",X档案员,110436,174,说自己家的是你家人被绑了吗？还是你住那栋楼旁边啊,10,Hong Kong Protests,Famous Content Creator,厌恶,negative
5,1992000,16000,"(2019, 11, 20)",央视新闻,20926845,66,犯我中华者，虽远必诛,6,Hong Kong Protests,Media,厌恶,negative
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,这种人就是社会的败类,10,Hong Kong Protests,Famous Content Creator,厌恶,negative
5,1632000,8230,"(2019, 11, 27)",央视新闻,20926839,3,这不是一时兴起 这都是运作了多年的结果,10,Hong Kong Protests,Media,厌恶,negative
0,335000,1040,"(2024, 7, 12)",老咩头,57976,164,额啊,5,Hong Kong Protests,None,厌恶,negative
4,1215000,3887,"(2019, 11, 18)",广东共青团,1724625,20,五五开牛逼,6,Hong Kong Protests,Government,喜欢,positive
2,2255000,16000,"(2021, 4, 22)",卢克文工作室,4368332,5,还是吃的太饱了,8,Hong Kong Protests,Influencer,开心,positive
4,124000,418,"(2020, 5, 19)",江苏共青团,306966,42,他们不配拥有脸,9,Hong Kong Protests,Government,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,致敬,5,Hong Kong Protests,Media,喜欢,positive
4,552000,4035,"(2019, 8, 13)",青春山东,461528,45,这个视频应该放到国外去,9,Hong Kong Protests,Government,厌恶,negative
5,432000,2513,"(2020, 7, 4)",央视新闻,20926842,18,通通抓起来枪毙，这种人留下就是祸害社会,6,Hong Kong Protests,Media,生气,negative
6,4351000,15000,"(2023, 4, 18)",中国反邪教,717685,157,甲级战犯,5,Hong Kong Protests,Organization,厌恶,negative
0,97000,719,"(2024, 6, 5)",油管小师妹,29134,102,哈哈香港服务是个笑话,9,Hong Kong Protests,None,开心,positive
0,205000,164,"(2023, 11, 28)",三石头G,3206,76,伤残人士通道好评,2,Hong Kong Protests,None,喜欢,positive
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,←神tm广东米粉一块一条,9,Hong Kong Protests,Famous Content Creator,开心,positive
4,1111000,8604,"(2019, 11, 11)",广东共青团,1724625,61,辛苦了,6,Hong Kong Protests,Government,开心,positive
0,473000,3433,"(2019, 8, 31)",观视频工作室,3926463,38,索罗斯出来挨打,7,Hong Kong Protests,None,厌恶,negative
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,啊啊啊啊啊啊  好帅啊,8,Hong Kong Protests,Government,喜欢,positive
4,1111000,8604,"(2019, 11, 11)",广东共青团,1724625,61,加油！我哋撑你！！！,8,Hong Kong Protests,Government,喜欢,positive
0,398000,1427,"(2023, 9, 28)",春典JARGON,180958,90,、、,6,Hong Kong Protests,None,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,我TM吹爆火锅大王！！！！,9,Hong Kong Protests,Media,生气,negative
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,逝者安息,8,Hong Kong Protests,Famous Content Creator,悲伤,negative
4,142000,587,"(2019, 12, 3)",广东共青团,1724625,52,还得要建立党支部,9,Hong Kong Protests,Government,厌恶,negative
4,2976000,22000,"(2019, 11, 19)",广东共青团,1724625,21,哈哈,7,Hong Kong Protests,Government,开心,positive
0,335000,1040,"(2024, 7, 12)",老咩头,57976,164,不求同年同月同日生，但求,7,Hong Kong Protests,None,喜欢,positive
0,500000,2506,"(2023, 6, 11)",好吃的脆脆酱,2535,97,瓜婆娘，讲粤语啦,4,Hong Kong Protests,None,开心,positive
0,625000,210,"(2023, 7, 25)",天琪说,34897,27,不会吧,3,Hong Kong Protests,None,厌恶,negative
4,594000,2542,"(2020, 6, 11)",广东共青团,1724625,15,呵呵呵,6,Hong Kong Protests,Government,开心,positive
0,4667,37,"(2024, 12, 8)",白云小卖铺2,4203,92,满意,7,Hong Kong Protests,None,开心,positive
4,260000,1141,"(2019, 9, 2)",广东共青团,1724625,63,cia直属事业单位,6,Hong Kong Protests,Government,厌恶,negative
4,2751000,32000,"(2019, 8, 7)",浙江共青团,1543514,24,中华人民共和国万岁,6,Hong Kong Protests,Government,喜欢,positive
5,261000,539,"(2019, 12, 4)",中国日报,2994317,83,烧了,8,Hong Kong Protests,Media,厌恶,negative
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,好恶心，吐了,7,Hong Kong Protests,None,厌恶,negative
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70,阿桑奇YYDS,8,Hong Kong Protests,Media,喜欢,positive
